Identifiant unique,date,like facebook,carte fidelite,age,enfants,achat,Sexe,Deja achete,Satisfaction,Revenus mensuels,Point de vente,_Point de vente
5e0bc50f-04ce-4f58-ba44-5752b3372126,10/02/2015,Non,Non,27,0,Aucun,Homme,Aucun,,2179,Lille,50.6338388 3.0616978
29bcc10c-997c-43a6-9e6c-8386ff6ade6b,30/01/2015,Oui,Oui,45,2,B,Homme,Aucun,Peu satisfait,2714,Nice,43.6999233 7.2820611
398fb41e-fd4e-4fb4-8414-f16d550a7c7f,17/02/2015,Non,Non,49,0,Aucun,Homme,B,,3597,Lille,50.6338388 3.0616978
58eb9125-6542-4f5e-8d73-19e8bf571a35,26/02/2015,Non,Non,47,1,Aucun,Homme,Aucun,,2043,Toulouse,43.6031363 1.4428025
9a569b6f-de50-4e60-b5f3-b00a03cf0f30,07/02/2015,Non,Non,41,0,B,Femme,Aucun,Tres satisfait,3126,Nantes,47.2237972 -1.6324407
0135e35b-09e3-4649-86b4-88275652a84c,18/01/2015,Non,Non,73,1,B,Femme,B,Tres satisfait,2957,Nice,43.6999233 7.2820611
2f6040c7-1e74-4ca8-93de-79b86a0c8e9c,15/01/2015,Non,Oui,35,2,B,Femme,B,Satisfait,3227,Bordeaux,44.8538741 -0.5677843
11c9802e-3dab-4193-9d91-13f471e69d48,30/01/2015,Non,Non,53,0,B,Homme,B,Satisfait,3711,Caen,49.1872438 -0.3670671
a9487996-2850-4bc3-be7a-5ba99206a9e7,13/01/2015,Non,Oui,29,0,Aucun,Homme,Aucun,,5659,Paris,48.8711538 2.3030992
cece4787-2bf0-4a4c-a4a1-51b987c70bf3,11/02/2015,Non,Non,27,1,Aucun,Homme,A,,,Lille,50.6338388 3.0616978
7d6d95f3-fce1-41b2-82eb-4c5aaf5bb550,08/02/2015,Non,Non,64,2,B,Homme,Aucun,Satisfait,5344,Nantes,47.2237972 -1.6324407
f90a8550-ccc3-49f5-859c-db95a91fc94a,04/01/2015,Non,Non,23,0,A,Femme,Aucun,Tres satisfait,5181,Bordeaux,44.8538741 -0.5677843
d108df8b-f44a-450c-b0e1-aed4ed924cc9,25/02/2015,Non,Non,23,0,Aucun,Femme,A,,,Nice,43.6999233 7.2820611
f8d351c8-dc39-4ab4-b71d-56f3e5794cad,18/01/2015,Non,Non,45,0,Aucun,Homme,Aucun,,803,Bordeaux,44.8538741 -0.5677843
6935873f-7533-4b0f-8d67-ed683f0aacd4,07/02/2015,Non,Non,26,1,Aucun,Femme,Aucun,,1955,Nice,43.6999233 7.2820611
497745bb-42d1-40d9-897d-47217da64350,30/01/2015,Non,Oui,37,1,Aucun,Femme,Aucun,,2452,Nantes,47.2237972 -1.6324407
7d8c6d7b-d564-44cd-a7d8-eb7f56587446,14/02/2015,Non,Non,62,1,Aucun,Homme,Aucun,,1286,Lille,50.6338388 3.0616978
aec52e0f-a576-49c2-b254-b3c78bfb469c,18/02/2015,Non,Non,46,2,B,Femme,Aucun,Tres satisfait,2060,Toulouse,43.6031363 1.4428025
0bf8d30b-726f-44fc-9cdd-1c46024b0c0c,14/02/2015,Non,Non,39,2,Aucun,Homme,A,,794,Montpellier,43.6103604 3.8764686
5c3c38b8-c8db-4095-bdb5-f221a17aad4c,14/02/2015,Non,Non,51,1,Aucun,Homme,Aucun,,4147,Caen,49.1872438 -0.3670671
d4714744-db61-4038-8f60-4cbd3759566e,16/02/2015,Non,Oui,51,2,Aucun,Femme,Aucun,,869,Strasbourg,48.5817339 7.7491749
c864b1af-11af-4d1e-87d5-eb26e8dda039,21/02/2015,Non,Non,40,2,A,Femme,Aucun,Peu satisfait,4948,Lyon,45.7642761 4.8275658
1744e45e-3fc7-4241-8633-b5918891ed29,05/01/2015,Non,Non,47,2,B,Homme,Aucun,Tres satisfait,3291,Lille,50.6338388 3.0616978
1da509ce-3bfe-4472-ae62-1a6eb0b9a67e,30/01/2015,Non,Non,33,2,Aucun,Femme,Aucun,,,Montpellier,43.6103604 3.8764686
483a5267-650c-4a71-ac1e-69cc9466b9fe,01/01/2015,Non,Non,55,1,A,Homme,Aucun,Tres satisfait,4655,Lille,50.6338388 3.0616978
3995bd65-508b-4292-a71b-6a360d841a70,04/01/2015,Non,Non,27,1,Aucun,Homme,Aucun,,2199,Nice,43.6999233 7.2820611
12ef960d-a7ee-4823-aa4c-a96dcded65fe,09/01/2015,Non,Non,27,1,B,Homme,Aucun,Tres satisfait,2414,Caen,49.1872438 -0.3670671
f72ef259-ebe8-418e-80d3-908fe3167277,04/01/2015,Non,Non,42,0,Aucun,Femme,Aucun,,2371,Strasbourg,48.5817339 7.7491749
ed2c7926-745b-4051-8444-e5b57729cc85,24/01/2015,Non,Non,46,1,B,Femme,B,Peu satisfait,3036,Bordeaux,44.8538741 -0.5677843
0bc921c2-a4e9-4e5d-acde-922bbf7ad510,09/01/2015,Oui,Non,64,1,Aucun,Homme,Aucun,,804,Nantes,47.2237972 -1.6324407
1d7c7925-0f77-4f72-9c95-f5b0c370df0b,17/02/2015,Oui,Non,55,1,Aucun,Homme,A,,672,Bordeaux,44.8538741 -0.5677843
c09a68bd-351d-4ba2-bec7-065ca88b0d59,20/02/2015,Non,Non,27,1,B,Homme,Aucun,Tres satisfait,3955,Toulouse,43.6031363 1.4428025
3fb5fa0a-8775-463d-891a-46d66b6060dd,15/01/2015,Non,Non,62,0,B,Femme,A,Peu satisfait,2570,Montpellier,43.6103604 3.8764686
9e52f0bf-d9e7-43fe-b2d0-0e9c39539b62,12/01/2015,Non,Non,26,2,B,Femme,B,Insatisfait,3880,Marseilles,43.2928084 5.373598
f9972460-03fe-482e-a536-4e2f2f12ec46,19/02/2015,Non,Non,58,1,Aucun,Homme,A,,706,Paris,48.8711538 2.3030992
eb5d4729-6995-4c61-a72c-f2dea4ebde73,20/02/2015,Non,Non,75,0,Aucun,Homme,Aucun,,2129,Strasbourg,48.5817339 7.7491749
a423da8a-09cb-4402-85f0-c4146cfdd444,19/01/2015,Non,Non,63,1,A,Femme,B,Insatisfait,4914,Marseilles,43.2928084 5.373598
51a88a59-f923-4868-a4b7-e66d750d4d31,01/02/2015,Oui,Non,61,2,Aucun,Homme,Aucun,,,Montpellier,43.6103604 3.8764686
9e124dc0-ead6-4b74-8317-ff0bed012574,05/02/2015,Non,Non,50,3,Aucun,Homme,A,,3659,Lille,50.6338388 3.0616978
c5968af9-9ed5-477e-b014-f68744699c5f,01/02/2015,Non,Non,29,0,B,Homme,Aucun,Satisfait,4886,Nantes,47.2237972 -1.6324407
03b7771c-d610-4689-9482-775fd22bd65c,01/01/2015,Non,Oui,34,0,Aucun,Homme,A,,2089,Lille,50.6338388 3.0616978
6c76119e-6cd1-47bc-a7e7-f8e76c3c0dda,17/01/2015,Non,Non,28,2,B,Femme,B,Tres satisfait,2894,Bordeaux,44.8538741 -0.5677843
c0cae2ed-72d0-4677-a232-3c06e15439ac,12/02/2015,Non,Non,26,3,Aucun,Femme,Aucun,,3256,Lille,50.6338388 3.0616978
8bae4181-24cf-46af-bcdb-69badde06483,18/02/2015,Non,Non,52,2,Aucun,Femme,Aucun,,656,Toulouse,43.6031363 1.4428025
299c35ed-3e34-4443-b737-fab17f4d74ab,12/01/2015,Non,Non,34,1,A,Homme,Aucun,Tres satisfait,5569,Brest,48.3921232 -4.482863
11e1da29-7ef1-459f-a44d-c690e1312993,07/01/2015,Non,Non,44,2,Aucun,Homme,Aucun,,2909,Bordeaux,44.8538741 -0.5677843
389683d7-45b8-46fe-8e5a-8336bc05147c,24/01/2015,Non,Non,18,0,B,Homme,Aucun,Tres satisfait,1657,Lille,50.6338388 3.0616978
6af83fdd-d370-4354-90b9-579391033216,17/02/2015,Non,Non,50,2,Aucun,Homme,Aucun,,2440,Marseilles,43.2928084 5.373598
ffb7caab-4d19-446c-946d-043d28c38e79,15/01/2015,Non,Non,43,2,B,Homme,Aucun,Satisfait,4692,Strasbourg,48.5817339 7.7491749
1e38b6d0-8b88-4322-9878-96e1c8e335b9,09/01/2015,Non,Non,25,0,B,Femme,B,Satisfait,4485,Nantes,47.2237972 -1.6324407
da589fe2-f444-467d-a570-dbff5d42b52f,01/02/2015,Non,Non,51,1,Aucun,Homme,Aucun,,1048,Lille,50.6338388 3.0616978
2f408dd1-84d6-4864-99fd-c1c32778d763,25/01/2015,Non,Non,62,1,Aucun,Homme,Aucun,,,Nice,43.6999233 7.2820611
b3dbec7d-5e6b-474e-b6a9-9b5ddcaab3ee,05/01/2015,Non,Non,64,2,Aucun,Homme,Aucun,,1042,Strasbourg,48.5817339 7.7491749
467f0919-f01a-4afa-af60-ab350cf7f865,19/02/2015,Non,Non,38,3,Aucun,Homme,A,,1342,Strasbourg,48.5817339 7.7491749
84106e83-2af9-4b97-a749-5c9948cb8fb7,06/02/2015,Non,Non,31,1,B,Homme,A,Tres satisfait,3317,Nantes,47.2237972 -1.6324407
b27ce85a-0346-470d-bea5-026fec2e6256,27/01/2015,Non,Non,44,1,Aucun,Femme,Aucun,,3545,Strasbourg,48.5817339 7.7491749
910274d8-a1ac-4c64-a8df-78a68a192b15,31/01/2015,Non,Non,48,1,A,Femme,B,Satisfait,4334,Strasbourg,48.5817339 7.7491749
4a38ed33-47f3-419c-b34f-a48191654288,02/02/2015,Oui,Non,24,0,Aucun,Homme,Aucun,,2838,Montpellier,43.6103604 3.8764686
ed90c7e5-5b63-4063-9900-c116e0348a0e,29/01/2015,Non,Non,60,2,B,Homme,A,Satisfait,1538,Brest,48.3921232 -4.482863
12832216-6d19-4a3a-8650-47e80d6e7bdf,18/02/2015,Non,Non,27,1,Aucun,Homme,Aucun,,3667,Lille,50.6338388 3.0616978
355263d9-72ec-49d8-b0b2-58abfea09ce3,11/01/2015,Non,Non,54,0,Aucun,Homme,Aucun,,,Marseilles,43.2928084 5.373598
e14fa2bd-b650-40cf-adba-2c9668824d6f,27/02/2015,Non,Non,69,0,B,Homme,A,Satisfait,5573,Lyon,45.7642761 4.8275658
97c0358c-20a7-4e06-862f-4dc6d6e56d83,14/02/2015,Non,Non,60,0,Aucun,Homme,Aucun,,1224,Brest,48.3921232 -4.482863
cbab30c1-18a8-4324-af00-093f8760c70a,13/02/2015,Non,Non,52,2,B,Femme,B,Tres satisfait,2315,Nantes,47.2237972 -1.6324407
8f8057f7-5058-46bf-8262-814c5e90114c,30/01/2015,Oui,Non,28,1,Aucun,Homme,Aucun,,1299,Strasbourg,48.5817339 7.7491749
0d0992dd-af88-467e-adf3-21c4460d1228,07/01/2015,Non,Oui,60,2,B,Femme,B,Tres satisfait,2592,Montpellier,43.6103604 3.8764686
c7c57e79-79ad-402e-9e66-7685be69b4ce,09/01/2015,Non,Non,62,1,Aucun,Homme,Aucun,,1687,Nantes,47.2237972 -1.6324407
9d24a6ee-22ef-40c4-b5fe-5003b4437311,24/01/2015,Non,Oui,55,2,B,Homme,B,Satisfait,2221,Paris,48.8711538 2.3030992
ff1a8a9d-e3df-4c88-ba55-dfe35c1b4608,18/02/2015,Non,Oui,48,1,Aucun,Femme,B,,677,Strasbourg,48.5817339 7.7491749
9d23533c-9220-4b0a-906f-2b408b4294dc,10/02/2015,Non,Non,29,1,A,Homme,Aucun,Satisfait,4598,Brest,48.3921232 -4.482863
d77a3f69-82ce-462d-a07a-5aa53f573709,20/01/2015,Non,Non,51,1,B,Femme,B,Satisfait,1808,Brest,48.3921232 -4.482863
4b13a167-3a1c-4b23-b93a-35c26bcaa8a1,21/02/2015,Non,Non,35,0,B,Homme,Aucun,Satisfait,2061,Brest,48.3921232 -4.482863
768f19b0-ef1f-4141-9628-9fd6d9391f75,04/01/2015,Non,Non,39,0,Aucun,Femme,Aucun,,1020,Strasbourg,48.5817339 7.7491749
c3fcf973-188d-4092-88e8-01537a65857d,07/02/2015,Non,Non,42,2,B,Homme,B,Insatisfait,3949,Toulouse,43.6031363 1.4428025
e97f11c5-bbd1-43b5-8072-7b27aafe1d49,23/02/2015,Non,Non,28,1,Aucun,Homme,A,,2284,Lille,50.6338388 3.0616978
0e64e4ad-ac4b-4aa1-b8be-4e5db46f45f5,16/02/2015,Non,Non,45,3,B,Femme,Aucun,Tres satisfait,2477,Nantes,47.2237972 -1.6324407
ddf4b7e1-8a45-4936-b6d2-8cdd7bb6339b,11/02/2015,Non,Oui,65,2,B,Homme,Aucun,Tres satisfait,2901,Lille,50.6338388 3.0616978
4ce5a154-bbed-4470-9cfc-a92e3c865637,25/01/2015,Non,Non,38,2,A,Femme,B,Satisfait,4749,Lyon,45.7642761 4.8275658
94ad4348-a638-4350-ada6-e9472c5368f7,31/01/2015,Non,Non,34,0,B,Homme,Aucun,Tres satisfait,1952,Caen,49.1872438 -0.3670671
c6b50dd5-215b-49e4-9eed-90731b4ae212,16/02/2015,Non,Non,60,1,B,Femme,B,Peu satisfait,2402,Lille,50.6338388 3.0616978
2cbf336f-2bff-4bed-bfe1-14c95f5dea2a,10/02/2015,Non,Non,31,1,B,Femme,B,Satisfait,2843,Marseilles,43.2928084 5.373598
931f8c0e-a13e-4a2e-90b5-0e2cf2e18386,26/01/2015,Oui,Oui,46,4,Aucun,Homme,Aucun,,1408,Caen,49.1872438 -0.3670671
d93d35d3-f363-4977-b2c4-9b9dc15ca5de,10/02/2015,Non,Non,58,3,B,Femme,B,Satisfait,2128,Brest,48.3921232 -4.482863
7e842d49-1a3a-4e7d-9c1e-e8853c9f185e,12/02/2015,Oui,Non,42,1,Aucun,Femme,A,,603,Montpellier,43.6103604 3.8764686
c2f2d5ed-11d7-4a12-8600-5efc018cfd36,08/01/2015,Non,Non,50,0,B,Femme,B,Peu satisfait,3329,Strasbourg,48.5817339 7.7491749
8d4da307-ef76-4824-bd19-9a49461073f5,01/02/2015,Non,Non,34,3,Aucun,Femme,Aucun,,1106,Marseilles,43.2928084 5.373598
3b266317-044a-4f7e-b7c3-dd3a2e88dffd,14/02/2015,Non,Non,33,3,B,Homme,B,Tres satisfait,1785,Toulouse,43.6031363 1.4428025
44529b92-3444-449e-86d7-2cb2e52b4502,21/02/2015,Non,Non,52,2,B,Homme,B,Peu satisfait,3414,Nantes,47.2237972 -1.6324407
6b427562-a86c-413c-8ff4-190860473492,26/02/2015,Oui,Non,46,2,Aucun,Homme,Aucun,,1700,Lille,50.6338388 3.0616978
faa39f3c-196f-46df-a4f2-7f1d3d833d22,30/01/2015,Non,Non,43,1,B,Homme,Aucun,Satisfait,1803,Paris,48.8711538 2.3030992
ef28244f-8248-4e73-a04b-86440ba748e1,02/02/2015,Oui,Non,34,2,Aucun,Femme,Aucun,,1681,Lille,50.6338388 3.0616978
56c609ea-802f-4200-908c-48a4f79dd74f,18/02/2015,Oui,Non,44,1,Aucun,Homme,Aucun,,2129,Lille,50.6338388 3.0616978
930c109f-830a-43b7-a5f6-acd6bc4dc22b,24/02/2015,Non,Oui,58,0,B,Femme,Aucun,Satisfait,5322,Lille,50.6338388 3.0616978
2b589d8c-13d0-4da2-a96c-3dbce4f52e7c,14/01/2015,Non,Non,45,0,A,Femme,Aucun,Satisfait,5238,Marseilles,43.2928084 5.373598
ac68bf85-5676-4922-9fe4-24be0eeb6e4d,03/02/2015,Non,Non,36,0,Aucun,Femme,Aucun,,3095,Bordeaux,44.8538741 -0.5677843
28a73a7d-8e10-4b7d-a430-a72acdcf24ff,22/01/2015,Non,Non,42,2,B,Femme,B,Satisfait,1847,Marseilles,43.2928084 5.373598
0826ff3e-a531-431b-90b8-6bf87f5433e8,01/01/2015,Oui,Non,32,2,Aucun,Homme,Aucun,,872,Nantes,47.2237972 -1.6324407
4297b984-4343-436b-b221-be6048cac400,21/02/2015,Non,Non,58,4,Aucun,Femme,Aucun,,2639,Caen,49.1872438 -0.3670671
9dd28401-8dbf-426b-8b4f-7181af61a557,03/02/2015,Non,Non,74,0,A,Femme,B,Satisfait,5397,Caen,49.1872438 -0.3670671
ea67942b-6183-4df9-87ea-0afce17cc9e8,08/01/2015,Non,Non,50,0,Aucun,Homme,A,,2541,Bordeaux,44.8538741 -0.5677843
a9f2336a-5459-4f55-bdd0-46451949a513,25/01/2015,Non,Non,48,2,B,Homme,Aucun,Satisfait,4026,Nice,43.6999233 7.2820611
dd914407-1bad-4aae-bb32-430ecb409f3d,02/01/2015,Non,Non,41,0,B,Femme,Aucun,Satisfait,1656,Bordeaux,44.8538741 -0.5677843
49b02e46-9fbf-4eac-838a-9343198dab02,10/02/2015,Non,Non,48,0,Aucun,Homme,Aucun,,1419,Brest,48.3921232 -4.482863
2cf89889-2361-4949-abb1-c6a638184e37,24/02/2015,Non,Non,56,4,Aucun,Homme,Aucun,,2128,Montpellier,43.6103604 3.8764686
4e859869-abdd-4e37-96f4-f5b96d411fbc,07/01/2015,Non,Non,41,1,B,Homme,Aucun,Tres satisfait,2465,Toulouse,43.6031363 1.4428025
5914f1ca-e9b9-4414-b719-e8a63f8772c1,20/01/2015,Non,Non,37,2,Aucun,Homme,Aucun,,,Toulouse,43.6031363 1.4428025
4105dbcc-fb7c-4841-9fd7-0e55a8c0c65c,06/02/2015,Non,Non,41,0,A,Femme,B,Tres satisfait,3202,Paris,48.8711538 2.3030992
00843883-e65a-42d0-924c-c2e4627e20d2,12/02/2015,Non,Non,48,2,B,Femme,B,Tres satisfait,1875,Nantes,47.2237972 -1.6324407
c006ab1c-9d5b-4c44-bebc-1ee5aa05d67f,15/02/2015,Non,Non,41,2,B,Homme,Aucun,Tres satisfait,3590,Bordeaux,44.8538741 -0.5677843
ac53181e-2ee5-4ace-8c1e-f4145f9191a9,23/01/2015,Non,Non,55,1,Aucun,Homme,Aucun,,876,Paris,48.8711538 2.3030992
60dc7743-af5a-4589-bb0e-a2ef59c54fde,09/01/2015,Oui,Non,60,1,Aucun,Homme,Aucun,,,Montpellier,43.6103604 3.8764686
4664d047-028d-4c37-b76b-6eb11986e241,27/01/2015,Non,Non,38,1,B,Femme,Aucun,Satisfait,3404,Nice,43.6999233 7.2820611
67ffe7ff-14eb-4d8a-be43-04d208b6244c,05/02/2015,Non,Non,36,0,A,Homme,A,Tres satisfait,4523,Marseilles,43.2928084 5.373598
60139130-0f91-4905-96dd-e28c291ca1c7,04/02/2015,Non,Non,73,0,B,Homme,B,Insatisfait,5755,Caen,49.1872438 -0.3670671
b921d7a7-7349-4430-8dc4-e7b8e705447b,14/01/2015,Non,Non,75,0,B,Femme,Aucun,Peu satisfait,3917,Lyon,45.7642761 4.8275658
6603a543-0587-425d-9edc-6657adde904e,14/01/2015,Non,Non,35,1,B,Homme,B,Insatisfait,3232,Nantes,47.2237972 -1.6324407
311b4613-56d1-4a18-8622-40b7c384da31,08/02/2015,Oui,Non,63,3,Aucun,Femme,Aucun,,619,Lille,50.6338388 3.0616978
b4c71d9c-1477-42b5-a894-1c8773c1ccdd,23/01/2015,Oui,Non,59,1,Aucun,Femme,A,,1145,Bordeaux,44.8538741 -0.5677843
f6d91610-e2b9-4774-af50-b4f4ca2cbdcd,25/01/2015,Non,Non,40,0,B,Femme,Aucun,Insatisfait,2026,Nice,43.6999233 7.2820611
1f3559d6-8f0b-4343-8f2b-7573cd60359b,09/02/2015,Non,Non,55,1,Aucun,Homme,A,,2595,Nantes,47.2237972 -1.6324407
30eded94-3584-4e48-ac74-5f03bf1d0a59,28/01/2015,Oui,Non,49,1,Aucun,Femme,Aucun,,1197,Bordeaux,44.8538741 -0.5677843
eeb4ec77-8d35-4659-bef7-73f0c80c0bed,07/02/2015,Non,Non,56,2,Aucun,Homme,Aucun,,1284,Montpellier,43.6103604 3.8764686
299c8a65-d70a-4ef1-9be1-80e05284b999,27/02/2015,Non,Oui,39,2,Aucun,Femme,Aucun,,2349,Brest,48.3921232 -4.482863
12dd0ae3-e5db-4fb7-932c-f02ff1053457,22/02/2015,Non,Non,58,2,Aucun,Femme,A,,2400,Paris,48.8711538 2.3030992
3b767891-bf7b-4286-b4f3-3a2fedcf1db4,19/02/2015,Oui,Non,20,0,Aucun,Femme,Aucun,,1012,Lille,50.6338388 3.0616978
9eb4c6e3-effc-402d-a50e-a4e556caa044,05/02/2015,Non,Oui,45,2,Aucun,Homme,A,,3099,Caen,49.1872438 -0.3670671
d4a82146-d534-4ea7-9200-942aacacf54a,19/02/2015,Non,Non,28,2,Aucun,Homme,Aucun,,1837,Lille,50.6338388 3.0616978
1dfde305-4815-41aa-89b2-0f551f12a9f9,26/02/2015,Non,Non,47,2,B,Homme,Aucun,Satisfait,5868,Caen,49.1872438 -0.3670671
a8c938c7-3341-4edd-8f2c-ab453861151e,25/01/2015,Non,Non,52,0,Aucun,Femme,Aucun,,2159,Toulouse,43.6031363 1.4428025
b2c708ad-7e6a-465a-87ef-6bdb7ff74e33,22/02/2015,Non,Oui,27,0,B,Femme,B,Tres satisfait,3056,Nice,43.6999233 7.2820611
316d5c8a-c894-40b9-ab0f-e9d52bd3d873,02/01/2015,Non,Non,30,2,Aucun,Femme,Aucun,,,Paris,48.8711538 2.3030992
cf6aae57-3143-4532-99ed-db981f8fabf4,20/01/2015,Non,Non,46,2,B,Femme,B,Tres satisfait,1714,Toulouse,43.6031363 1.4428025
945b07f4-35b1-4557-aeac-df96ba4ee12e,15/01/2015,Oui,Non,22,0,Aucun,Femme,Aucun,,1217,Lille,50.6338388 3.0616978
f7d19df3-7e10-4dee-86e5-04cdfdd918b5,08/02/2015,Non,Non,24,0,Aucun,Homme,Aucun,,2635,Toulouse,43.6031363 1.4428025
0fbfb050-33c7-447e-a03a-d20231184711,25/01/2015,Non,Non,40,1,Aucun,Femme,A,,748,Paris,48.8711538 2.3030992
3ed76091-635f-4acd-88fe-530ba38552e4,18/02/2015,Non,Non,44,2,A,Femme,A,Tres satisfait,5307,Lyon,45.7642761 4.8275658
1f26f837-f4d1-4281-ba3d-649ed277f076,11/02/2015,Non,Non,50,1,B,Femme,B,Satisfait,3166,Paris,48.8711538 2.3030992
552a0348-9196-46f2-8fea-8ff7cf026406,26/02/2015,Non,Non,54,4,B,Homme,B,Satisfait,2851,Montpellier,43.6103604 3.8764686
fd1bb044-1747-4943-80c4-ea4c07239192,08/01/2015,Non,Non,40,1,Aucun,Homme,A,,,Lille,50.6338388 3.0616978
c1fc4401-63c4-42fe-a4af-7c478fd3cb10,24/02/2015,Non,Non,63,1,B,Femme,Aucun,Tres satisfait,2826,Lyon,45.7642761 4.8275658
5ac7aed2-931d-4c74-abd3-663da4a40c71,12/02/2015,Non,Non,45,0,Aucun,Femme,Aucun,,1305,Nantes,47.2237972 -1.6324407
5289f916-bc04-41e4-8422-e4f1065a67e5,24/01/2015,Non,Non,75,0,Aucun,Homme,A,,,Brest,48.3921232 -4.482863
d5ceb746-57c0-43bd-bc44-bb004ca3adb8,08/01/2015,Non,Non,63,3,Aucun,Homme,Aucun,,1053,Lille,50.6338388 3.0616978
81f49d3c-8def-458e-8f44-cd5f19d57f93,05/01/2015,Oui,Non,29,3,Aucun,Homme,A,,833,Lille,50.6338388 3.0616978
72e9cb42-24e3-4700-9d3e-7006b2d3fd3a,26/02/2015,Non,Non,48,2,Aucun,Homme,Aucun,,2101,Paris,48.8711538 2.3030992
c443d240-46e5-4436-9ced-cc8dfd8ab12d,14/02/2015,Non,Non,27,2,B,Homme,B,Peu satisfait,1668,Bordeaux,44.8538741 -0.5677843
293c2e3d-f6f2-40ff-af51-e97a88798838,10/02/2015,Non,Non,42,3,A,Femme,Aucun,Tres satisfait,5230,Nice,43.6999233 7.2820611
10e98c42-316c-417a-bcf0-4e5ca71f4d62,07/01/2015,Non,Non,51,2,B,Femme,Aucun,Peu satisfait,1951,Lyon,45.7642761 4.8275658
11c15819-e643-4c7f-8a01-81f7f212add1,09/01/2015,Non,Oui,54,1,Aucun,Femme,A,,1168,Nice,43.6999233 7.2820611
03524852-cc89-4421-8488-1c28df46563a,26/02/2015,Non,Non,19,0,Aucun,Femme,Aucun,,635,Caen,49.1872438 -0.3670671
348edd71-3c6f-4629-baf1-02e8f2a09094,17/01/2015,Non,Oui,31,2,Aucun,Homme,Aucun,,,Montpellier,43.6103604 3.8764686
28052de8-c9d9-46fc-9cae-d2dda6c6e282,25/01/2015,Non,Oui,63,0,Aucun,Homme,A,,1618,Lyon,45.7642761 4.8275658
2418d175-ada9-4399-ab95-cd3f67c001ea,10/02/2015,Non,Oui,45,1,Aucun,Femme,Aucun,,,Lille,50.6338388 3.0616978
1957cd7c-b85f-4b77-9dd8-e3fca8f886ed,14/01/2015,Non,Non,48,4,Aucun,Homme,A,,638,Nice,43.6999233 7.2820611
eaf1e88f-2f60-431a-952d-ddc5830c3845,16/01/2015,Non,Non,32,1,Aucun,Homme,Aucun,,666,Caen,49.1872438 -0.3670671
3fe24c97-fabd-4ce4-817b-4079c799cd59,27/01/2015,Non,Non,49,1,Aucun,Femme,Aucun,,,Toulouse,43.6031363 1.4428025
54d02a80-5e81-44c5-91fa-ed26705460b0,26/01/2015,Non,Non,62,1,Aucun,Homme,Aucun,,,Nantes,47.2237972 -1.6324407
406e047a-405e-45ab-821f-b75e10b1d887,12/02/2015,Non,Non,36,3,Aucun,Homme,Aucun,,1165,Lille,50.6338388 3.0616978
c835bf0b-76e5-4d44-8318-5a940d82914c,16/01/2015,Non,Non,59,0,Aucun,Homme,A,,3006,Strasbourg,48.5817339 7.7491749
6e7bf7cb-d113-44a3-81ed-983f58e566d6,18/01/2015,Non,Non,52,1,B,Homme,Aucun,Tres satisfait,2048,Nice,43.6999233 7.2820611
4b8f73d2-468c-4ac4-afa2-2d7e3e07dae4,13/01/2015,Non,Non,52,2,B,Homme,Aucun,Peu satisfait,3454,Nantes,47.2237972 -1.6324407
871e4ceb-6cca-4e48-84e0-43d39e10f765,21/01/2015,Oui,Non,32,0,Aucun,Homme,A,,1029,Brest,48.3921232 -4.482863
7df8120d-a861-471e-af65-75696b93282a,12/01/2015,Oui,Non,49,1,Aucun,Homme,Aucun,,1494,Lille,50.6338388 3.0616978
1143f83a-7664-4c55-90dc-b962c6727e73,08/01/2015,Non,Non,34,1,B,Femme,B,Satisfait,3357,Strasbourg,48.5817339 7.7491749
1ad332a2-7c05-4e85-8099-8b432f269424,13/01/2015,Non,Non,39,2,Aucun,Femme,Aucun,,1092,Bordeaux,44.8538741 -0.5677843
da1b1135-de26-412a-bc6a-74262a2b1a51,12/01/2015,Non,Non,31,3,B,Homme,B,Insatisfait,2565,Lille,50.6338388 3.0616978
27e51c39-7d75-45e7-b0ba-28d4b5244291,23/01/2015,Non,Non,42,3,A,Femme,B,Satisfait,5978,Paris,48.8711538 2.3030992
46b6da8e-e5be-43c5-a986-b73358f7740e,18/02/2015,Non,Non,49,3,Aucun,Homme,Aucun,,1459,Marseilles,43.2928084 5.373598
caeb280c-ddda-405b-a8ce-8931f2f3da7f,29/01/2015,Non,Non,23,0,B,Homme,Aucun,Tres satisfait,1935,Montpellier,43.6103604 3.8764686
cab00c83-16f5-4afd-b23f-5f0940fdd346,14/02/2015,Oui,Non,59,2,Aucun,Homme,Aucun,,,Strasbourg,48.5817339 7.7491749
502a2d4b-a577-4378-b186-8a831842581a,24/02/2015,Non,Oui,64,2,B,Homme,A,Insatisfait,4852,Brest,48.3921232 -4.482863
7eec11f9-f874-471c-a081-0274507b5d0f,05/02/2015,Non,Non,23,0,Aucun,Homme,Aucun,,,Montpellier,43.6103604 3.8764686
3e25d5de-6a8b-4225-b8da-2bb06cb8a7bb,02/02/2015,Non,Non,43,3,B,Femme,B,Tres satisfait,1568,Lille,50.6338388 3.0616978
0d61d64c-d7bd-469f-93f6-eaf8910852b0,06/01/2015,Oui,Non,49,2,Aucun,Homme,A,,3343,Lille,50.6338388 3.0616978
31b9d912-b493-4269-8957-0fcbc06f9357,01/01/2015,Non,Non,27,2,A,Femme,A,Insatisfait,5793,Paris,48.8711538 2.3030992
