motif_contact,mode_contact,domaine,date_creation_affaire,delai_traitement,tranche_age,genre,annee_adhesion,situation_familiale,region_anterieure,region_nouvelle,gamme,libelle_gamme,offre,libelle_offre,formule,libelle_formule,t_centre3,fonctionevo,cible,vague,Recommandation,Premier contact MGEN ?,Votre interlocuteur vous a-t-il semblé tout mettre en œuvre pour répondre à votre demande?,réponse claire,réponse appropriée,réponse complète,Satisfaction globale
Demande d'informations et d'explications,Email entrant,01- Gestion du dossier RO/Mise à jour,3/21/2016,1,55-64 ans,Masculin,1982,Marié(e),CHAMPAGNE-ARDENNE,ALSACE-CHAMPAGNE-ARDENNE-LORRAINE,2,MGEN Santé Prévoyance,5,MGEN Santé Prévoyance non Référencée,15,MGEN Référence,,,Mail,201613,1,Non,,Non pas du tout,Non pas du tout,Non pas du tout,Pas du tout satisfait
Demande d'informations et d'explications,Email entrant,02- Gestion du dossier RC/Droits,3/21/2016,1,45-54 ans,Féminin,2002,Marié(e),FRANCHE-COMTE,BOURGOGNE-FRANCHE-COMTE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,6,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Plutôt satisfait
Réception de documents,Courrier entrant,07- Hospitalisation  et soins coûteux/Soins coûteux,3/22/2016,0,65 ans et +,Féminin,1969,Marié(e),ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Sections départementales,Conseiller Accueil Développement Services,Courrier,201613,7,Oui,,Oui plutôt,Oui tout à fait,Non plutôt pas,Plutôt satisfait
Demande d'informations et d'explications,Email entrant,10- Allocations et indemnités/Allocations journalières RC MGEN,3/25/2016,0,55-64 ans,Féminin,1970,Marié(e),ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,9,Oui,,Oui plutôt,Oui plutôt,Oui plutôt,Plutôt satisfait
Demande d'informations et d'explications,Email entrant,03- Gestion des coordonnées personnes/Domiciliation bancaire,3/23/2016,0,35-44 ans,Féminin,2005,Pacsé(e),AQUITAINE,BRETAGNE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,3,Oui,,Oui tout à fait,Non plutôt pas,Non plutôt pas,Moyennement satisfait
Réclamations particuliers,Appel entrant,06- Santé/Réforme de l'assurance maladie,3/11/2016,10,65 ans et +,Masculin,1973,Célibataire,LANGUEDOC-ROUSSILLON,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Centres de Gestion,Spécialiste prestations services centre de gestion,Réclamation,201613,,,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Email entrant,06- Santé/Actes médicaux courants,3/25/2016,0,65 ans et +,Masculin,1990,Marié(e),PICARDIE,NORD-PAS-DE-CALAIS-PICARDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,14,MGEN Référence,,,Mail,201613,10,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande de documents,Email entrant,02- Gestion du dossier RC/Droits,1/25/2016,59,25-34 ans,Masculin,2014,Célibataire,,,3,Efficience Santé,7,Efficience santé collective BRED,37,Efficience Santé Evolution,,,Mail,201613,10,Oui,,Oui plutôt,Oui plutôt,Oui plutôt,Plutôt satisfait
Réception de documents,Email entrant,11- Aides au logement/Solutions acquisitions,3/24/2016,0,45-54 ans,Masculin,2002,Marié(e),POITOU-CHARENTES,AQUITAINE-LIMOUSIN-POITOU-CHARENTES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,8,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande de documents,Appel Entrant,01- Gestion du dossier RO/CEAM,3/21/2016,0,35-44 ans,Féminin,2005,Marié(e),LORRAINE,NORD-PAS-DE-CALAIS-PICARDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Centres d'Appels,Téléconseiller,Téléphone,201613,10,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réclamations particuliers,Email sortant,04- Cotisations/Calcul de la cotisation,3/21/2016,0,65 ans et +,Féminin,1975,Marié(e),LANGUEDOC-ROUSSILLON,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Centres de Gestion,Spécialiste prestations services centre de gestion,Réclamation,201613,,,,Non pas du tout,Non pas du tout,Non pas du tout,Pas du tout satisfait
Demande de documents,Appel Entrant,06- Santé/Accidents,3/24/2016,1,45-54 ans,Masculin,1986,Célibataire,RHONE-ALPES,AUVERGNE-RHONE-ALPES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Téléphone,201613,5,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Accueil physique,08- Dentaire Optique Audioprothèses/Dentaire - Prothèses,3/23/2016,0,65 ans et +,Masculin,1966,Marié(e),PAYS DE LA LOIRE,PAYS DE LA LOIRE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,,,Accueil physique,201613,9,Non,Oui tout à fait,Oui plutôt,Oui tout à fait,Non plutôt pas,Plutôt satisfait
Réclamations particuliers urgentes,Appel entrant,06- Santé/Frais de Transports,3/23/2016,2,55-64 ans,Masculin,1981,Célibataire,BOURGOGNE,BOURGOGNE-FRANCHE-COMTE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Centres de Gestion,Technicien prestations services centre de gestion,Réclamation,201613,,,,Oui tout à fait,Oui plutôt,Oui plutôt,Pas du tout satisfait
Réception de documents,Accueil physique,06- Santé/Actes médicaux courants,3/22/2016,0,55-64 ans,Féminin,1973,Marié(e),CHAMPAGNE-ARDENNE,ALSACE-CHAMPAGNE-ARDENNE-LORRAINE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Sections départementales,Conseiller Accueil Développement Services,Accueil physique,201613,9,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Email entrant,06- Santé/Actes médicaux courants,3/23/2016,1,45-54 ans,Féminin,2005,Marié(e),PAYS DE LA LOIRE,PAYS DE LA LOIRE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,4,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Plutôt satisfait
Demande de modifications,Appel Entrant,04- Cotisations/Calcul de la cotisation,3/8/2016,15,45-54 ans,Féminin,2014,Célibataire,ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,5,MGEN Santé Prévoyance non Référencée,12,MGEN Référence,Centres de Gestion,Gestionnaire prestations services centre de gestion,Téléphone,201613,4,Non,Non plutôt pas,Non plutôt pas,Non plutôt pas,Non plutôt pas,Moyennement satisfait
Réception de documents,Courrier entrant,04- Cotisations/Echéancier,3/21/2016,0,25-34 ans,Féminin,2006,Célibataire,BRETAGNE,BRETAGNE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Centres de Gestion,Gestionnaire prestations services centre de gestion,Courrier,201613,6,Oui,,Non plutôt pas,Oui plutôt,Oui plutôt,Plutôt satisfait
Demande d'information dossier prestation en cours,Appel Entrant,13- Prévoyance/Frais funéraires,2/3/2016,50,45-54 ans,Féminin,1984,Marié(e),ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Sections départementales,Conseiller Accueil Développement Services,Téléphone,201613,5,Non,Oui tout à fait,Oui plutôt,Oui plutôt,Non plutôt pas,Moyennement satisfait
Réclamations particuliers,Appel entrant,06- Santé/Actes médicaux courants,3/11/2016,10,65 ans et +,Féminin,1986,Divorcé(e),AQUITAINE,BRETAGNE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Centres de Gestion,Spécialiste prestations services centre de gestion,Réclamation,201613,,,,Non pas du tout,Non pas du tout,Non pas du tout,Moyennement satisfait
Réception de documents,Accueil physique,03- Gestion des coordonnées personnes/Domiciliation bancaire,3/23/2016,0,35-44 ans,Féminin,2011,Marié(e),PROVENCE-ALPES-COTE D'AZUR,PROVENCE-ALPES-COTE D'AZUR,2,MGEN Santé Prévoyance,5,MGEN Santé Prévoyance non Référencée,12,MGEN Référence,,,Accueil physique,201613,5,Oui,Oui plutôt,Oui plutôt,Oui plutôt,Non plutôt pas,Moyennement satisfait
Réception de documents,Accueil physique,08- Dentaire Optique Audioprothèses/Dentaire - Prothèses,3/22/2016,0,45-54 ans,Masculin,1993,Marié(e),AUVERGNE,AUVERGNE-RHONE-ALPES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Sections départementales,Conseiller Accueil Développement Services,Accueil physique,201613,7,Oui,Oui plutôt,Oui plutôt,Oui plutôt,Oui plutôt,Plutôt satisfait
Demande d'informations et d'explications,Appel Entrant,06- Santé/Actes médicaux courants,3/21/2016,0,65 ans et +,Masculin,1974,Marié(e),ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,14,MGEN Référence,,,Téléphone,201613,7,Oui,Oui plutôt,Oui tout à fait,Oui plutôt,Non plutôt pas,Plutôt satisfait
Réception de documents,Courrier entrant,11- Aides au logement/Assurance emprunteurs (décès),3/23/2016,0,65 ans et +,Féminin,1964,Marié(e),BRETAGNE,BRETAGNE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Sections départementales,Conseiller Accueil Développement Services,Courrier,201613,8,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réclamations particuliers,Appel entrant,"08- Dentaire Optique Audioprothèses/Optique - Montures, verres",2/8/2016,45,45-54 ans,Féminin,2007,Marié(e),ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Centres de Gestion,Spécialiste prestations services centre de gestion,Réclamation,201613,,,,,,,Pas du tout satisfait
Réclamations particuliers,Appel entrant,04- Cotisations/Ressources,3/16/2016,6,45-54 ans,Féminin,1992,Marié(e),CENTRE,CENTRE-VAL DE LOIRE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Centres de Gestion,Spécialiste prestations services centre de gestion,Réclamation,201613,,,,Non plutôt pas,Non plutôt pas,Non plutôt pas,Moyennement satisfait
Demande de documents,Email entrant,02- Gestion du dossier RC/Droits,3/25/2016,0,65 ans et +,Masculin,1964,Marié(e),PROVENCE-ALPES-COTE D'AZUR,PROVENCE-ALPES-COTE D'AZUR,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,,,Mail,201613,5,Oui,,Oui tout à fait,Oui plutôt,Oui plutôt,Plutôt satisfait
Demande d'informations et d'explications,Appel Entrant,06- Santé/Ostéopathie,3/24/2016,0,25-34 ans,Féminin,2011,Célibataire,ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Téléphone,201613,8,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réception de documents,Courrier entrant,13- Prévoyance/PID,3/22/2016,0,65 ans et +,Féminin,2004,Veuf/veuve,RHONE-ALPES,AUVERGNE-RHONE-ALPES,2,MGEN Santé Prévoyance,5,MGEN Santé Prévoyance non Référencée,15,MGEN Référence,Centres de Gestion,Spécialiste prestations services centre de gestion,Courrier,201613,10,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande de documents,Appel Entrant,02- Gestion du dossier RC/Création de l'adhésion souscripteur MP,3/22/2016,2,45-54 ans,Féminin,1999,Marié(e),LANGUEDOC-ROUSSILLON,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,14,MGEN Référence,,,Téléphone,201613,4,Non,Non plutôt pas,Non plutôt pas,Non plutôt pas,Non pas du tout,Pas du tout satisfait
Proposition de prestations ou de services,Accueil physique,15- Offres complémentaires/Sollicitudes,3/25/2016,0,65 ans et +,Féminin,1965,Veuf/veuve,PICARDIE,NORD-PAS-DE-CALAIS-PICARDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Sections départementales,Conseiller mutualiste,Accueil physique,201613,10,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Email entrant,12- Actions sociales/Aides financières,3/25/2016,0,45-54 ans,Féminin,1989,Célibataire,RHONE-ALPES,AUVERGNE-RHONE-ALPES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,2,Non,,Non pas du tout,Non pas du tout,Non pas du tout,Pas du tout satisfait
Demande d'informations et d'explications,Email entrant,02- Gestion du dossier RC/Droits,3/24/2016,0,45-54 ans,Féminin,1998,Marié(e),MIDI-PYRENEES,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,2,MGEN Santé Prévoyance,5,MGEN Santé Prévoyance non Référencée,12,MGEN Référence,,,Mail,201613,4,Non,,Non pas du tout,Non pas du tout,Non pas du tout,Pas du tout satisfait
Demande d'informations et d'explications,Accueil physique,02- Gestion du dossier RC/Droits,3/23/2016,0,25-34 ans,Féminin,1996,Célibataire,ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,33,Offre jeunes,Sections départementales,Conseiller Accueil Développement Services,Accueil physique,201613,7,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réclamations particuliers,Appel entrant,06- Santé/Actes médicaux courants,2/8/2016,43,55-64 ans,Féminin,1976,Marié(e),ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Centres de Gestion,Spécialiste prestations services centre de gestion,Réclamation,201613,,,,Oui plutôt,Oui plutôt,Oui plutôt,Plutôt satisfait
Demande d'informations et d'explications,Email entrant,06- Santé/Actes médicaux courants,3/23/2016,0,45-54 ans,Féminin,1990,Marié(e),NORD-PAS-DE-CALAIS,NORD-PAS-DE-CALAIS-PICARDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,3,Non,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Moyennement satisfait
Demande de documents,Appel Entrant,01- Gestion du dossier RO/Sesam Vitale,3/22/2016,0,65 ans et +,Féminin,1972,Célibataire,ALSACE,ALSACE-CHAMPAGNE-ARDENNE-LORRAINE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Centres d'Appels,Téléconseiller,Téléphone,201613,10,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Appel Entrant,03- Gestion des coordonnées personnes/Domiciliation bancaire,3/22/2016,0,35-44 ans,Féminin,2002,Concubin(e),GUADELOUPE,GUADELOUPE,2,MGEN Santé Prévoyance,5,MGEN Santé Prévoyance non Référencée,13,MGEN Référence  Affinité,Sections départementales,Conseiller Accueil Développement Services,Téléphone,201613,8,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réclamations particuliers,Appel entrant,02- Gestion du dossier RC/Mise à jour,3/21/2016,1,25-34 ans,Féminin,2009,Pacsé(e),ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Centres de Gestion,Spécialiste prestations services centre de gestion,Réclamation,201613,,,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Moyennement satisfait
Démission  volontaire,Appel Entrant,02- Gestion du dossier RC/Résiliation,3/23/2016,0,55-64 ans,Féminin,1984,Divorcé(e),GUADELOUPE,GUADELOUPE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Centres d'Appels,Conseiller développement et fidélisation en centre d'appels,Téléphone,201613,6,Non,Oui plutôt,Oui plutôt,Oui tout à fait,Non pas du tout,Plutôt satisfait
Réclamations particuliers,Courrier Reçu,06- Santé/Psychothérapie,3/11/2016,10,65 ans et +,Masculin,1961,Veuf/veuve,BRETAGNE,BRETAGNE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,,,Réclamation,201613,,,,Non plutôt pas,Oui plutôt,Non plutôt pas,Pas du tout satisfait
Réception de documents,Accueil physique,06- Santé/Cures thermales,3/22/2016,0,55-64 ans,Féminin,2009,Marié(e),ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,5,MGEN Santé Prévoyance non Référencée,12,MGEN Référence,Sections départementales,Conseiller Accueil Développement Services,Accueil physique,201613,7,Oui,Oui plutôt,Oui plutôt,Oui plutôt,Non plutôt pas,Plutôt satisfait
Réception de documents,Accueil physique,06- Santé/Actes médicaux courants,3/25/2016,0,55-64 ans,Féminin,1979,Concubin(e),LA REUNION,LA REUNION,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,14,MGEN Référence,Sections départementales,Conseiller Accueil Développement Services,Accueil physique,201613,7,Non,Non plutôt pas,Oui plutôt,Non plutôt pas,Oui plutôt,Moyennement satisfait
Demande d'informations et d'explications,Appel Entrant,02- Gestion du dossier RC/ACS,3/22/2016,0,55-64 ans,Féminin,2011,Divorcé(e),ILE-DE-FRANCE,ILE-DE-FRANCE,3,Efficience Santé,6,Efficience santé individuelle,38,Efficience Santé Extension,Centres d'Appels,Conseiller développement et fidélisation en centre d'appels,Téléphone,201613,10,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Email entrant,06- Santé/Accidents,3/18/2016,4,45-54 ans,Masculin,2008,Marié(e),ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,7,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Moyennement satisfait
Demande d'informations et d'explications,Appel Entrant,"08- Dentaire Optique Audioprothèses/Optique - Montures, verres",3/23/2016,0,55-64 ans,Féminin,1982,Marié(e),CENTRE,CENTRE-VAL DE LOIRE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Centres d'Appels,Téléconseiller,Téléphone,201613,6,Oui,Oui tout à fait,Oui plutôt,Oui plutôt,Oui plutôt,Plutôt satisfait
Demande d'informations et d'explications,Appel Entrant,07- Hospitalisation  et soins coûteux/Hospitalisation,3/22/2016,0,55-64 ans,Masculin,1980,Marié(e),PROVENCE-ALPES-COTE D'AZUR,PROVENCE-ALPES-COTE D'AZUR,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,14,MGEN Référence,,,Téléphone,201613,5,Non,Oui plutôt,Non pas du tout,Non pas du tout,Non pas du tout,Pas du tout satisfait
Demande d'informations et d'explications,Email entrant,13- Prévoyance/Frais funéraires,3/21/2016,0,65 ans et +,Féminin,1955,Divorcé(e),PROVENCE-ALPES-COTE D'AZUR,PROVENCE-ALPES-COTE D'AZUR,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,16,MGEN Référence,,,Mail,201613,10,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Plutôt satisfait
Demande d'informations et d'explications,Courrier entrant,04- Cotisations/Echéancier,3/23/2016,0,35-44 ans,Féminin,1997,Séparé(e),FRANCHE-COMTE,BOURGOGNE-FRANCHE-COMTE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Courrier,201613,8,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Appel Entrant,02- Gestion du dossier RC/Droits,3/24/2016,0,25-34 ans,Masculin,2006,Célibataire,ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Téléphone,201613,7,Oui,Oui plutôt,Oui tout à fait,Oui tout à fait,Oui plutôt,Plutôt satisfait
Réception de documents,Courrier entrant,01- Gestion du dossier RO/Mise à jour,3/24/2016,0,35-44 ans,Féminin,2003,Marié(e),PAYS DE LA LOIRE,PAYS DE LA LOIRE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,Centres de Gestion,Gestionnaire prestations services centre de gestion,Courrier,201613,1,Non,,Non pas du tout,Non pas du tout,Non pas du tout,Pas du tout satisfait
Demande d'informations et d'explications,Email entrant,07- Hospitalisation  et soins coûteux/Hospitalisation,3/18/2016,7,45-54 ans,Féminin,1998,Célibataire,LORRAINE,NORD-PAS-DE-CALAIS-PICARDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,5,Oui,,Oui plutôt,Oui plutôt,Oui plutôt,Plutôt satisfait
Demande d'informations et d'explications,Appel Entrant,08- Dentaire Optique Audioprothèses/Dentaire - Soins courants,3/24/2016,0,65 ans et +,Masculin,1977,Séparé(e),PAYS DE LA LOIRE,PAYS DE LA LOIRE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Centres d'Appels,Téléconseiller,Téléphone,201613,10,Oui,Oui tout à fait,Oui tout à fait,Oui plutôt,Oui plutôt,Très satisfait
Demande d'informations et d'explications,Email entrant,02- Gestion du dossier RC/Droits,3/21/2016,1,45-54 ans,Féminin,1992,Célibataire,ILE-DE-FRANCE,ILE-DE-FRANCE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,1,Oui,,Oui tout à fait,Non plutôt pas,Oui tout à fait,Pas du tout satisfait
Réclamations particuliers,Appel entrant,07- Hospitalisation  et soins coûteux/Hospitalisation,3/10/2016,12,55-64 ans,Féminin,1968,Séparé(e),BASSE-NORMANDIE,NORMANDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,,,Réclamation,201613,,,,,,,Peu satisfait
Demande d'informations et d'explications,Email entrant,06- Santé/Pharmacie,3/23/2016,1,45-54 ans,Féminin,1985,Divorcé(e),PAYS DE LA LOIRE,PAYS DE LA LOIRE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,8,Oui,,Oui plutôt,Oui plutôt,Non plutôt pas,Plutôt satisfait
Demande d'informations et d'explications,Appel Entrant,06- Santé/Actes médicaux courants,3/22/2016,0,65 ans et +,Féminin,1975,Divorcé(e),LANGUEDOC-ROUSSILLON,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,,,Téléphone,201613,6,Oui,Oui tout à fait,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Email entrant,04- Cotisations/Calcul de la cotisation,3/22/2016,1,35-44 ans,Masculin,2003,Marié(e),AQUITAINE,BRETAGNE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,6,Non,,Oui plutôt,Non plutôt pas,Oui plutôt,Moyennement satisfait
Demande d'informations et d'explications,Email entrant,06- Santé/Prévention,3/21/2016,4,35-44 ans,Féminin,2005,Célibataire,LANGUEDOC-ROUSSILLON,LANGUEDOC-ROUSSILLON-MIDI-PYRENEES,3,Efficience Santé,6,Efficience santé individuelle,37,Efficience Santé Evolution,,,Mail,201613,9,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Moyennement satisfait
Demande d'informations et d'explications,Email entrant,04- Cotisations/Précompte,3/21/2016,1,65 ans et +,Masculin,1974,Marié(e),PAYS DE LA LOIRE,PAYS DE LA LOIRE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,,,Mail,201613,8,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Demande d'informations et d'explications,Email entrant,08- Dentaire Optique Audioprothèses/Dentaire - Orthodontie,3/22/2016,1,55-64 ans,Féminin,2004,Divorcé(e),PAYS DE LA LOIRE,PAYS DE LA LOIRE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,4,Oui,,Oui tout à fait,Oui tout à fait,Oui plutôt,Très satisfait
Demande d'informations et d'explications,Email entrant,06- Santé/Arrêts de travail,3/21/2016,1,35-44 ans,Féminin,2000,Concubin(e),NORD-PAS-DE-CALAIS,NORD-PAS-DE-CALAIS-PICARDIE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,3,Non,,Non pas du tout,Non pas du tout,Non pas du tout,Pas du tout satisfait
Demande d'informations et d'explications,Email entrant,02- Gestion du dossier RC/Droits,3/23/2016,0,45-54 ans,Féminin,2011,Marié(e),AQUITAINE,BRETAGNE,2,MGEN Santé Prévoyance,5,MGEN Santé Prévoyance non Référencée,12,MGEN Référence,,,Mail,201613,10,Oui,,Oui plutôt,Oui plutôt,Non plutôt pas,Plutôt satisfait
Demande d'informations et d'explications,Email entrant,21 - Internet/Relevés de prestations en ligne,3/23/2016,1,65 ans et +,Féminin,1961,Marié(e),ALSACE,ALSACE-CHAMPAGNE-ARDENNE-LORRAINE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,,,Mail,201613,4,Non,,Non plutôt pas,Non pas du tout,Non pas du tout,Peu satisfait
Demande d'informations et d'explications,Email entrant,02- Gestion du dossier RC/Mise à jour,3/21/2016,0,55-64 ans,Féminin,1982,Divorcé(e),RHONE-ALPES,AUVERGNE-RHONE-ALPES,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,12,MGEN Référence,,,Mail,201613,6,Oui,,Oui tout à fait,Oui tout à fait,Oui tout à fait,Très satisfait
Réclamations particuliers,Courrier Reçu,04- Cotisations/Ressources,2/19/2016,31,65 ans et +,Masculin,1970,Séparé(e),AQUITAINE,BRETAGNE,2,MGEN Santé Prévoyance,4,MGEN Santé Prévoyance Référencée,15,MGEN Référence,Centres de Gestion,Spécialiste prestations services centre de gestion,Réclamation,201613,,,,Oui tout à fait,Non plutôt pas,Non pas du tout,Moyennement satisfait
